time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-01-02T06:37:53.940Z,18.0245,-66.9558333333333,7.96,2.34,md,3,182,0.1474,0.19,pr,pr71390353,2023-01-19T19:19:59.230Z,"2 km SW of Liborio Negron Torres, Puerto Rico",earthquake,14.08,10.4,0.191991121062936,3,reviewed,pr,pr
2023-01-02T06:35:48.970Z,52.0781666666667,-176.021333333333,6.16,1.38,ml,5,205,,0.22,av,av91741446,2023-01-03T23:42:05.470Z,"47 km ENE of Adak, Alaska",earthquake,0.91,1.15,0.190757452357989,5,reviewed,av,av
2023-01-02T06:31:49.050Z,46.204,-122.18266666666666,4.36,0.2,ml,12,134,0.00428,0.06,uw,uw61901191,2024-02-23T22:33:43.030Z,"38 km NNE of Amboy, Washington",earthquake,0.35,0.45,0.005110398683635553,3,reviewed,uw,uw
2023-01-02T06:29:12.522Z,24.0154,121.7126,29.844,4.5,mb,23,91,0.191,0.32,us,us7000j43w,2023-03-11T22:51:47.040Z,"11 km ENE of Hualien City, Taiwan",earthquake,3.02,6.114,0.242,5,reviewed,us,us
2023-01-02T06:28:46.003Z,62.3483,-151.17,76.4,1.4,ml,,,,0.34,ak,ak0233ete7s,2023-01-19T19:02:06.292Z,"26 km SW of Petersville, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-01-02T06:28:34.698Z,57.5776,-154.7172,68,2,ml,,,,0.32,ak,ak0233etdhx,2023-01-19T19:02:01.632Z,"15 km W of Karluk, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-01-02T06:22:55.721Z,-63.3763,171.7509,10,4.5,mb,11,157,11.067,0.32,us,us7000j43t,2023-03-11T22:51:47.040Z,"Balleny Islands region",earthquake,14.47,1.933,0.204,7,reviewed,us,us
2023-01-02T06:18:55.229Z,61.7369,-149.2983,37,1.6,ml,,,,0.41,ak,ak0233er9pg,2023-01-19T19:02:01.396Z,"3 km WSW of Fishhook, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-01-02T06:17:52.865Z,-5.8015,101.4021,10,4.1,mb,14,204,2.108,0.5,us,us7000j43v,2023-03-11T22:51:47.040Z,"southwest of Sumatra, Indonesia",earthquake,9.98,1.969,0.262,4,reviewed,us,us
2023-01-02T06:12:09.100Z,37.485,-118.8458333,6.35,1.03,md,16,194,0.1057,0.05,nc,nc73827836,2023-01-10T22:58:10.795Z,"17km WSW of Toms Place, CA",earthquake,0.48,0.99,0.15,14,reviewed,nc,nc
2023-01-02T06:11:48.350Z,17.9496666666667,-66.9166666666667,15.7,2.48,md,11,212,0.02368,0.09,pr,pr71390338,2023-01-02T08:47:48.601Z,"2 km SSW of Guánica, Puerto Rico",earthquake,0.62,0.51,0.0574452598370274,9,reviewed,pr,pr
2023-01-02T06:11:37.408Z,31.61524355,-103.9685593,7.416967772999999,2.4,ml,16,67,0.004557503601,0.1,tx,tx2023acht,2023-01-03T19:35:45.951Z,"36 km WSW of Mentone, Texas",earthquake,0.5245679283,0.6976800719,0.1,30,reviewed,tx,tx
2023-01-02T06:09:20.660Z,38.7823334,-122.7360001,1.61,1.14,md,13,79,0.001065,0.03,nc,nc73827831,2023-01-02T07:25:11.769Z,"2km ENE of The Geysers, CA",earthquake,0.29,0.52,0.18,12,automatic,nc,nc
2023-01-02T06:08:46.610Z,38.7700005,-122.7356644,1.16,0.97,md,10,96,0.01191,0.02,nc,nc73827826,2023-01-02T06:53:13.446Z,"2km ESE of The Geysers, CA",earthquake,0.33,0.41,0.27,9,automatic,nc,nc
2023-01-02T06:07:40.654Z,-63.4601,171.7815,10,4.5,mb,17,132,11.139,0.31,us,us7000j43s,2024-01-18T19:08:15.128Z,"Balleny Islands region",earthquake,8.78,1.919,0.156,12,reviewed,us,us
2023-01-02T06:06:19.650Z,19.1393333333333,-155.396333333333,32.65,1.66,md,31,180,,0.11,hv,hv73291587,2024-01-04T00:10:22.740Z,"11 km SE of Pāhala, Hawaii",earthquake,0.65,0.77,0.137955537760294,12,reviewed,hv,hv
2023-01-02T06:01:21.110Z,60.2389,-151.0731,61,2.1,ml,,,,0.62,ak,ak0233enjyo,2023-01-19T19:02:01.149Z,"15 km SE of Kasilof, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-01-02T05:57:38.597Z,63.4356,-149.0025,10.3,1,ml,,,,0.36,ak,ak0233ee5t0,2023-01-19T19:02:00.956Z,"5 km NNW of Cantwell, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2023-01-02T05:52:30.729Z,59.4796,-153.0502,95.6,1.7,ml,,,,0.27,ak,ak0233ed2m8,2023-01-19T19:02:06.105Z,"65 km WNW of Nanwalek, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-01-02T05:51:50.920Z,38.8378334,-122.8296661,1.85,0.5,md,6,132,0.004608,0.01,nc,nc73827816,2023-01-02T06:30:11.331Z,"9km NW of The Geysers, CA",earthquake,0.49,1.03,0.31,8,automatic,nc,nc
2023-01-02T05:50:52.550Z,33.3973333,-116.3685,6.51,0.78,ml,24,146,0.07042,0.17,ci,ci40152911,2023-01-12T19:14:10.601Z,"16km N of Borrego Springs, CA",earthquake,0.27,0.77,0.117,7,reviewed,ci,ci
2023-01-02T05:48:57.734Z,60.0368,-140.182,2.2,2,ml,,,,0.62,ak,ak0233ec9t3,2023-01-19T19:02:00.759Z,"60 km NNW of Yakutat, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-01-02T05:48:25.641Z,-59.7984,-26.2746,35,4.8,mb,50,52,7.842,0.42,us,us7000j1iv,2023-03-11T22:51:31.040Z,"South Sandwich Islands region",earthquake,11.54,1.905,0.085,43,reviewed,us,us
2023-01-02T05:46:31.391Z,60.3299,-151.0755,39.9,1.5,ml,,,,0.55,ak,ak0233ebsdf,2023-01-19T19:02:05.920Z,"11 km E of Kasilof, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2023-01-02T05:46:12.350Z,37.5596667,-118.8703333,4.33,0.66,md,10,245,0.04462,0.03,nc,nc73827811,2023-01-02T18:26:11.524Z,"13km SE of Mammoth Lakes, CA",earthquake,1.76,1.61,0.116,8,reviewed,nc,nc
2023-01-02T05:42:35.990Z,37.6583333,-118.9075,1.8,0.48,md,10,138,0.00372,0.03,nc,nc73827806,2023-01-10T22:47:14.732Z,"7km ENE of Mammoth Lakes, CA",earthquake,0.42,0.54,0.186,8,reviewed,nc,nc
2023-01-02T05:40:16.019Z,-18.9878,167.6221,10,4.2,mb,11,186,3.261,0.19,us,us7000j442,2023-03-11T22:51:47.040Z,"Vanuatu",earthquake,5.78,1.986,0.236,5,reviewed,us,us
2023-01-02T05:38:01.230Z,46.20733333333333,-122.18633333333334,4.01,0.1,ml,11,128,0.007159,0.05,uw,uw61901186,2024-02-23T22:30:06.950Z,"38 km NNE of Amboy, Washington",earthquake,0.32,0.54,0.059749379414333004,2,reviewed,uw,uw
2023-01-02T05:37:11.740Z,38.8375015,-122.8280029,1.8,0.86,md,8,109,0.005945,0.01,nc,nc73827801,2023-01-02T06:07:13.220Z,"9km NW of The Geysers, CA",earthquake,0.34,0.81,0.26,10,automatic,nc,nc
2023-01-02T05:34:54.753Z,51.4113,-177.9769,13.3,2.1,ml,,,,0.66,ak,ak0233e99pj,2023-01-19T19:02:00.561Z,"106 km WSW of Adak, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-01-02T05:34:14.680Z,19.2084999084473,-155.388336181641,31.0200004577637,2.3,ml,45,158,,0.140000001,hv,hv73291567,2023-03-11T22:51:31.040Z,"9 km E of P?hala, Hawaii",earthquake,0.64,0.569999993,3.1,21,automatic,hv,hv
2023-01-02T05:29:39.720Z,38.8359985,-122.7935028,2.55,0.97,md,9,111,0.003447,0.01,nc,nc73827796,2023-01-02T05:56:11.158Z,"6km WNW of Cobb, CA",earthquake,0.4,1.22,0.29,11,automatic,nc,nc
2023-01-02T05:28:07.821Z,36.2865,21.8713,35,4.6,mb,94,110,0.891,0.68,us,us7000j1in,2023-03-11T22:51:31.040Z,"56 km S of Koróni, Greece",earthquake,7.99,1.92,0.055,97,reviewed,us,us
2023-01-02T05:25:47.032Z,-22.3734,-179.5312,557.413,4.5,mb,50,94,4.197,0.63,us,us7000j1iw,2023-03-11T22:51:31.040Z,"south of the Fiji Islands",earthquake,6.11,9.127,0.089,38,reviewed,us,us
2023-01-02T05:20:35.700Z,41.9737,142.5635,69.253,4.4,mb,107,104,0.444,0.49,us,us7000j1im,2023-03-11T22:51:31.040Z,"Hokkaido, Japan region",earthquake,6.79,4.798,0.067,65,reviewed,us,us
2023-01-02T05:19:42.262Z,65.4215,-144.8248,9.7,1,ml,,,,0.75,ak,ak0233e60uv,2023-01-23T18:37:36.112Z,"16 km S of Central, Alaska",earthquake,,1.9,,,reviewed,ak,ak
2023-01-02T05:17:51.770Z,38.8356667,-122.8258333,1.89,1.45,md,42,64,,0.04,nc,nc73827791,2023-01-10T22:44:09.712Z,"9km NW of The Geysers, CA",earthquake,0.12,0.22,0.145,10,reviewed,nc,nc
2023-01-02T05:15:57.747Z,58.487,-154.6651,2.4,0.8,ml,,,,0.2,ak,ak0233e5776,2023-01-23T18:37:35.912Z,"103 km N of Karluk, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-01-02T05:01:52.240Z,53.9103333333333,-166.696333333333,5.12,-0.07,ml,5,111,,0.13,av,av91082543,2023-01-03T22:34:47.770Z,"10 km WNW of Dutch Harbor, Alaska",earthquake,0.35,0.73,0.248063626394237,5,reviewed,av,av
2023-01-02T05:01:20.820Z,18.0138333333333,-66.735,12.29,2.19,md,8,188,0.03332,0.15,pr,pr71390333,2023-01-02T05:32:30.380Z,"2 km NW of Tallaboa, Puerto Rico",earthquake,0.97,0.54,0.0618951711189797,5,reviewed,pr,pr
2023-01-02T04:57:37.578Z,62.4148,-149.0988,28.1,1,ml,,,,0.52,ak,ak0233dsq4d,2023-01-19T19:02:05.569Z,"48 km NE of Susitna North, Alaska",earthquake,,2.3,,,reviewed,ak,ak
2023-01-02T04:57:01.501Z,54.157,-164.3023,10,2.8,ml,21,197,0.357,0.52,us,us7000j1ym,2023-03-11T22:51:37.040Z,"96 km E of Akutan, Alaska",earthquake,1.36,1.977,0.097,14,reviewed,us,us
2023-01-02T04:52:51.344Z,52.1979,-168.2216,26.914,3.8,mb,49,181,0.866,0.46,us,us7000j43r,2023-03-11T22:51:46.040Z,"93 km SSE of Nikolski, Alaska",earthquake,2.24,7.148,0.089,33,reviewed,us,us
2023-01-02T04:47:23.641Z,63.9081,-149.1147,4.5,1,ml,,,,0.51,ak,ak0233dqjvw,2023-01-19T19:02:05.376Z,"9 km NW of Healy, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-01-02T04:32:37.650Z,36.5945,-121.2031667,7.75,1.61,md,24,123,0.02687,0.09,nc,nc73827786,2023-01-10T22:10:12.631Z,"9km NW of Pinnacles, CA",earthquake,0.3,0.48,0.097,17,reviewed,nc,nc
2023-01-02T04:28:22.920Z,38.786499,-122.765831,2.22,0.81,md,9,109,0.01489,0.02,nc,nc73827776,2023-01-02T04:45:11.410Z,"1km NW of The Geysers, CA",earthquake,0.39,0.69,0.07,8,automatic,nc,nc
2023-01-02T04:25:32.410Z,52.33,-174.1355,5.85,0.9,ml,5,106,,0.05,av,av91741401,2023-01-03T23:34:41.160Z,"15 km NNE of Atka, Alaska",earthquake,0.41,0.64,0.185297118495882,5,reviewed,av,av
2023-01-02T04:21:34.794Z,27.5974,90.3069,35,4.4,mb,59,107,3.118,0.62,us,us7000j1if,2023-03-11T22:51:31.040Z,"22 km WNW of Trongsa, Bhutan",earthquake,11.07,1.912,0.084,41,reviewed,us,us
2023-01-02T04:15:00.130Z,17.9478333333333,-66.9085,12.69,2.8,md,22,192,0.03883,0.13,pr,pr71390323,2023-01-02T05:22:04.140Z,"Puerto Rico region",earthquake,0.34,0.28,0.0968394909150549,16,reviewed,pr,pr
2023-01-02T04:14:38.800Z,53.8683333333333,-166.917166666667,2.96,0.24,ml,4,224,,0.09,av,av91082538,2023-01-03T21:20:01.710Z,"24 km W of Dutch Harbor, Alaska",earthquake,0.68,1.85,0.1550992556005,3,reviewed,av,av
2023-01-02T04:13:07.890Z,40.6198333,-122.434,22.23,2.13,md,20,41,0.05933,0.1,nc,nc73827771,2023-01-07T20:47:13.379Z,"5km ENE of Shasta, CA",earthquake,0.46,0.27,0.141,25,reviewed,nc,nc
2023-01-02T04:10:52.640Z,58.3813333333333,-154.576333333333,3.96,0.43,ml,6,226,,0.21,av,av91082528,2023-01-03T21:09:16.270Z,"90 km N of Karluk, Alaska",earthquake,1.03,2.55,0.221725147211966,6,reviewed,av,av
2023-01-02T04:09:42.810Z,18.2756666666667,-66.62,16.69,2.18,md,10,140,0.09788,0.27,pr,pr71390318,2023-01-02T05:02:03.900Z,"6 km NNW of Jayuya, Puerto Rico",earthquake,0.68,1.3,0.216753271404486,5,reviewed,pr,pr
2023-01-02T04:07:31.893Z,38.1374,-118.0023,10.3,0.9,ml,13,142.73,0.034,0.1149,nn,nn00854414,2023-01-06T20:43:12.155Z,"29 km SSE of Mina, Nevada",earthquake,,1.2,0.28,3,reviewed,nn,nn
2023-01-02T04:06:52.960Z,53.859,-166.908,7.01,0.06,ml,6,209,,0.09,av,av91082533,2023-01-03T21:16:14.160Z,"24 km W of Dutch Harbor, Alaska",earthquake,0.54,0.8,0.346425499625033,5,reviewed,av,av
2023-01-02T04:06:03.396Z,54.4969,-159.5794,36.047,2.6,ml,22,224,0.335,0.47,us,us7000j5l2,2023-03-11T22:51:52.040Z,"110 km SSE of Sand Point, Alaska",earthquake,5.72,25.967,0.085,18,reviewed,us,us
2023-01-02T04:00:56.091Z,64.6024,-149.2732,16,1,ml,,,,0.57,ak,ak0233dgjr1,2023-01-19T19:01:59.493Z,"7 km W of Four Mile Road, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2023-01-02T03:58:05.240Z,37.2958333,-120.008,20.8,2.35,md,14,59,0.139,0.19,nc,nc73827761,2023-01-07T20:32:10.287Z,"21km S of Mariposa, CA",earthquake,0.45,0.52,0.206,40,reviewed,nc,nc
2023-01-02T03:57:56.940Z,58.2585,-155.078333333333,5.05,-0.45,ml,6,105,,0.1,av,av91082518,2023-01-03T19:48:20.770Z,"85 km NNW of Karluk, Alaska",earthquake,0.31,0.61,0.205326094577317,6,reviewed,av,av
2023-01-02T03:49:14.840Z,38.803833,-122.8116684,0.9,0.64,md,9,73,0.01344,0.02,nc,nc73827756,2023-01-02T04:06:13.154Z,"6km WNW of The Geysers, CA",earthquake,0.3,0.86,0.21,11,automatic,nc,nc
2023-01-02T03:48:31.481Z,50.6602,-175.2714,10,2.8,ml,12,249,1.39,0.62,us,us7000j5l8,2023-03-11T22:51:52.040Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,5.01,2.014,0.148,6,reviewed,us,us
2023-01-02T03:43:19.446Z,52.3012,-168.3514,35.342,2.9,ml,13,225,0.739,0.5,us,us7000j5l7,2023-03-11T22:51:52.040Z,"78 km SSE of Nikolski, Alaska",earthquake,5.94,23.985,0.091,16,reviewed,us,us
2023-01-02T03:40:15.163Z,52.1943,-168.3152,26.846,2.9,ml,17,217,0.846,0.34,us,us7000j5l1,2023-03-11T22:51:52.040Z,"90 km SSE of Nikolski, Alaska",earthquake,6.86,14.28,0.097,14,reviewed,us,us
2023-01-02T03:31:18.790Z,36.0016666666667,-89.8803333333333,8.24,2.15,md,30,64,0.05087,0.11,nm,nm60503971,2023-01-05T18:30:42.910Z,"6 km S of Holland, Missouri",earthquake,0.2,0.45,0.126110444333502,20,reviewed,nm,nm
2023-01-02T03:27:29.148Z,9.3909,126.0204,10.004,4.4,mb,26,126,2.347,0.62,us,us7000j43q,2023-03-11T22:51:46.040Z,"7 km NE of Cantilan, Philippines",earthquake,8.9,4.377,0.139,15,reviewed,us,us
2023-01-02T03:25:27.740Z,33.399,-116.3778333,3.44,0.88,ml,28,63,0.07263,0.22,ci,ci40152895,2023-01-03T18:36:22.193Z,"16km N of Borrego Springs, CA",earthquake,0.28,0.76,0.151,7,reviewed,ci,ci
2023-01-02T03:24:31.160Z,38.7651672,-122.7138367,2.38,1.07,md,7,173,0.009328,0.01,nc,nc73827751,2023-01-02T03:41:13.114Z,"2km WSW of Anderson Springs, CA",earthquake,0.87,1.22,0.09,6,automatic,nc,nc
2023-01-02T03:22:56.461Z,64.0199,-148.6758,113.6,1.4,ml,,,,0.44,ak,ak0233cztwu,2023-01-19T19:02:04.809Z,"21 km E of Ferry, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-01-02T03:20:18.170Z,33.3975,-116.3898333,3.36,2.61,ml,114,16,0.07309,0.18,ci,ci40152887,2023-03-11T22:51:31.040Z,"16km N of Borrego Springs, CA",earthquake,0.1,0.38,0.158,84,reviewed,ci,ci
2023-01-02T03:18:00.681Z,62.5713,-143.016,12,1.1,ml,,,,0.4,ak,ak0233cyuqs,2023-01-19T19:02:04.634Z,"22 km N of Nabesna, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-01-02T03:14:38.813Z,61.285,-151.4167,78.4,1.6,ml,,,,0.44,ak,ak0233cy2tl,2023-01-19T19:02:04.441Z,"Southern Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-01-02T03:07:56.070Z,38.7703323,-122.7481689,-0.85,0.76,md,10,82,0.01569,0.07,nc,nc73827741,2023-01-02T03:24:12.040Z,"1km SE of The Geysers, CA",earthquake,0.25,2.31,0.11,9,automatic,nc,nc
2023-01-02T03:07:24.533Z,59.7509,-151.9306,63.5,1.6,ml,,,,0.25,ak,ak0233cwjph,2023-01-19T19:02:04.237Z,"Kenai Peninsula, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-01-02T03:05:31.183Z,62.9903,-151.7312,3.5,1.1,ml,,,,0.8,ak,ak0233cw4se,2023-01-19T19:02:04.041Z,"61 km S of Denali National Park, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-01-02T02:57:30.159Z,37.0475,-117.2013,0,1,ml,6,274.26,0.395,0.1425,nn,nn00854412,2023-01-06T20:36:51.228Z,"42 km WNW of Beatty, Nevada",earthquake,,0,1.08,5,reviewed,nn,nn
2023-01-02T02:56:16.216Z,62.5288,-149.8208,55.9,1.2,ml,,,,0.38,ak,ak0233clljp,2023-01-19T19:02:03.850Z,"16 km ENE of Chase, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-01-02T02:21:52.200Z,34.9165,-97.324,1.38,0.83,ml,15,115,0.129574573,0.16,ok,ok2023acae,2023-01-04T15:15:53.045Z,"0 km WSW of Wayne, Oklahoma",earthquake,,0.8,0.24,8,reviewed,ok,ok
2023-01-02T02:20:52.502Z,38.5281,-119.4734,7.4,1.5,ml,16,74.07,0.068,0.1103,nn,nn00854409,2023-01-03T17:59:59.924Z,"1 km NNE of Walker, California",earthquake,,1.2,0.26,4,reviewed,nn,nn
2023-01-02T02:14:44.802Z,10.5549,-62.3692,89.663,4.4,mb,65,92,1.717,0.62,us,us7000j43p,2023-03-11T22:51:46.040Z,"8 km WSW of Güiria, Venezuela",earthquake,8.7,6.501,0.088,37,reviewed,us,us
2023-01-02T02:14:33.320Z,38.8423333,-123.5923333,4.37,1.4,md,11,222,0.04897,0.06,nc,nc73827736,2023-01-02T18:23:11.505Z,"12km SE of Point Arena, CA",earthquake,0.46,0.52,0.182,11,reviewed,nc,nc
2023-01-02T02:09:33.840Z,38.761,-122.731,1.41,1.2,md,36,60,0.004836,0.05,nc,nc73827726,2023-01-11T04:13:11.783Z,"3km SE of The Geysers, CA",earthquake,0.16,0.17,0.093,7,reviewed,nc,nc
2023-01-02T02:09:31.770Z,38.761,-122.7311667,0.26,1.34,md,8,91,0.004965,0.03,nc,nc73827731,2023-01-11T04:38:11.944Z,"3km SE of The Geysers, CA",earthquake,0.35,0.55,,1,reviewed,nc,nc
2023-01-02T02:09:03.430Z,36.5475,-121.2413333,0.96,1.06,md,10,98,0.0511,0.11,nc,nc73827721,2023-01-11T02:59:14.346Z,"9km WNW of Pinnacles, CA",earthquake,0.44,1.28,0.254,11,reviewed,nc,nc
2023-01-02T02:06:27.913Z,57.1711,-156.4689,1.8,1.9,ml,,,,0.53,ak,ak0233cawnb,2023-01-19T19:02:03.639Z,"Alaska Peninsula",earthquake,,0.6,,,reviewed,ak,ak
2023-01-02T02:05:35.576Z,63.03,-150.77,112.8,1.5,ml,,,,0.3,ak,ak0233capec,2023-01-19T19:01:59.100Z,"59 km N of Petersville, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-01-02T01:45:33.280Z,58.257,-155.078833333333,4.83,-0.35,ml,5,104,,0.12,av,av91082498,2024-01-18T19:08:13.568Z,"85 km NNW of Karluk, Alaska",earthquake,0.37,0.65,0.224744497895167,5,reviewed,av,av
2023-01-02T01:43:04.990Z,52.0795,-176.011833333333,6.58,1.02,ml,5,215,,0.19,av,av91741371,2023-01-03T19:26:59.890Z,"48 km ENE of Adak, Alaska",earthquake,0.88,1.08,0.207675321818855,5,reviewed,av,av
2023-01-02T01:37:56.780Z,58.4218333333333,-154.363666666667,0.63,-0.07,ml,4,305,,0.19,av,av91082493,2023-01-03T19:27:52.240Z,"Alaska Peninsula",earthquake,1.06,3.13,0.184949894042726,4,reviewed,av,av
2023-01-02T01:31:01.640Z,19.2453327178955,-155.397659301758,30.6000003814697,2.05,ml,42,135,,0.159999996,hv,hv73291352,2023-01-02T01:36:32.110Z,"9 km ENE of P?hala, Hawaii",earthquake,0.6,0.839999974,3.14,8,automatic,hv,hv
2023-01-02T01:27:13.330Z,35.5061667,-118.3851667,9.05,1.2,ml,22,49,0.1722,0.1,ci,ci40152879,2023-01-05T21:57:29.139Z,"13km SE of Bodfish, CA",earthquake,0.14,0.57,0.125,9,reviewed,ci,ci
2023-01-02T01:22:44.933Z,61.4723,-146.6588,29.2,1.6,ml,,,,0.57,ak,ak0233bsxqd,2023-01-19T19:01:58.698Z,"Southern Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-01-02T01:21:38.730Z,63.2821,-153.1783,6.1,1.2,ml,,,,0.48,ak,ak0233bspm9,2024-01-18T19:08:11.708Z,"67 km ENE of Nikolai, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-01-02T01:12:52.908Z,62.4387,-152.1832,110,1.6,ml,,,,0.24,ak,ak0233bqros,2023-01-19T19:01:58.506Z,"64 km NW of Skwentna, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2023-01-02T01:10:49.759Z,63.2198,-151.2238,3.5,1.2,ml,,,,0.52,ak,ak0233bqdmc,2023-01-19T19:01:58.307Z,"43 km SE of Denali National Park, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-01-02T01:08:52.710Z,38.8096667,-122.7801667,0.24,0.18,md,13,98,0.00361,0.03,nc,nc73827706,2023-01-06T10:53:13.630Z,"4km NNW of The Geysers, CA",earthquake,0.29,0.34,0.266,2,reviewed,nc,nc
2023-01-02T01:08:46.850Z,38.8085,-122.7818333,0.11,0.5,md,25,55,0.004836,0.04,nc,nc73827711,2023-01-11T07:23:15.896Z,"4km NNW of The Geysers, CA",earthquake,0.13,0.28,0.102,4,reviewed,nc,nc
2023-01-02T01:05:55.790Z,36.0961667,-117.8705,3.53,1.44,ml,13,93,0.02484,0.12,ci,ci40152871,2023-01-02T19:57:38.873Z,"9km NE of Coso Junction, CA",earthquake,0.28,0.49,0.236,18,reviewed,ci,ci
2023-01-02T01:05:15.110Z,19.1268329620361,-155.395492553711,30.2800006866455,1.92999995,md,31,184,,0.140000001,hv,hv73291327,2023-01-02T01:08:25.250Z,"12 km SE of P?hala, Hawaii",earthquake,0.72,1.34000003,0.790000021,7,automatic,hv,hv
2023-01-02T01:02:43.950Z,46.8525,-121.757,1.21,0.29,ml,15,73,0.02359,0.08,uw,uw61901176,2024-01-18T19:08:09.829Z,"23 km ENE of Ashford, Washington",earthquake,0.24,0.69,0.16279161887399293,8,reviewed,uw,uw
2023-01-02T00:54:14.630Z,58.1828333333333,-155.2785,1.46,0.41,ml,7,151,,0.1,av,av91082488,2023-01-03T17:35:56.140Z,"84 km NW of Karluk, Alaska",earthquake,0.34,1.2,0.317143595485885,7,reviewed,av,av
2023-01-02T00:50:12.276Z,52.356,-168.3292,37.037,4.3,mb,138,139,0.695,0.67,us,us7000j1hy,2023-03-11T22:51:31.040Z,"74 km SSE of Nikolski, Alaska",earthquake,6.16,6.712,0.075,51,reviewed,us,us
2023-01-02T00:49:27.960Z,33.4965,-116.486,14.24,0.98,ml,19,123,0.05708,0.19,ci,ci37485884,2023-01-05T21:47:04.483Z,"19km ESE of Anza, CA",earthquake,0.46,0.67,0.114,14,reviewed,ci,ci
2023-01-02T00:49:24.980Z,33.4918333,-116.4806667,14.29,0.77,ml,26,98,0.05568,0.11,ci,ci40152863,2023-01-05T21:41:42.386Z,"19km ESE of Anza, CA",earthquake,0.23,0.33,0.065,11,reviewed,ci,ci
2023-01-02T00:47:21.796Z,-7.7223,123.317,242.699,4.4,mb,14,122,2.228,0.48,us,us7000j44n,2023-03-11T22:51:48.040Z,"157 km NE of Maumere, Indonesia",earthquake,13.77,11.216,0.202,7,reviewed,us,us
2023-01-02T00:47:20.275Z,62.7603,-150.574,88.4,2.3,ml,,,,0.43,ak,ak0233bct88,2023-01-19T19:01:57.766Z,"31 km NNE of Petersville, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-01-02T00:45:36.910Z,60.4333333333333,-152.761333333333,12.06,-0.66,ml,6,175,,0.06,av,av91082483,2023-01-03T17:29:39.320Z,"74 km NW of Ninilchik, Alaska",earthquake,0.51,0.45,0.183511638102715,6,reviewed,av,av
2023-01-02T00:43:02.445Z,60.062,-153.1959,128.1,2.2,ml,,,,0.44,ak,ak0233bbwys,2023-01-19T19:02:03.227Z,"59 km ENE of Pedro Bay, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-01-02T00:40:32.090Z,63.4255,-149.6865,94.2,2.2,ml,,,,0.57,ak,ak0233bbcea,2023-01-19T19:01:57.508Z,"Central Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-01-02T00:39:50.690Z,40.2445,-84.5133333333333,8.62,2.43,md,10,105,0.1475,0.28,se,se60500248,2023-02-27T18:55:26.330Z,"3 km NW of Versailles, Ohio",earthquake,0.92,0.91,0.0825465334156528,7,reviewed,se,se
2023-01-02T00:37:46.553Z,64.9953,-147.3659,0,1.6,ml,,,,0.28,ak,ak0233baq2o,2023-01-19T19:01:57.317Z,"Central Alaska",explosion,,0,,,reviewed,ak,ak
2023-01-02T00:26:17.700Z,53.9206666666667,-166.408166666667,10.1,0.31,ml,9,163,,0.32,av,av91082478,2023-01-03T17:12:07.240Z,"9 km ENE of Dutch Harbor, Alaska",earthquake,1.22,3.69,0.202249807330062,9,reviewed,av,av
2023-01-02T00:22:05.645Z,6.8279,-73.0877,153.952,4.3,mb,14,59,0.929,0.92,us,us7000j43n,2023-03-11T22:51:46.040Z,"10 km N of Jordán, Colombia",earthquake,7.15,9.255,0.218,6,reviewed,us,us
2023-01-02T00:17:54.250Z,53.9291666666667,-166.413666666667,9.29,1,ml,10,156,,0.28,av,av91082473,2023-01-03T17:06:45.920Z,"9 km ENE of Dutch Harbor, Alaska",earthquake,1.82,3.91,0.580751908533583,9,reviewed,av,av
2023-01-02T00:03:40.550Z,38.8523333,-122.756,2.05,0.16,md,14,181,0.01597,0.05,nc,nc73827691,2023-01-03T13:09:13.824Z,"4km NW of Cobb, CA",earthquake,0.31,0.36,0.16,4,reviewed,nc,nc
