time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-01-02T18:14:21.050Z,58.2473333333333,-155.063,4.84,0.19,ml,10,112,,0.1,av,av91741741,2023-01-04T04:12:57.330Z,"Alaska Peninsula",earthquake,0.25,0.54,0.350830780764376,10,reviewed,av,av
2023-01-02T18:08:00.212Z,9.7528,-69.6309,10,4.5,mb,53,72,1.306,1.09,us,us7000j1mr,2023-03-11T22:51:33.040Z,"18 km ESE of El Tocuyo, Venezuela",earthquake,7.42,1.856,0.089,37,reviewed,us,us
2023-01-02T18:06:45.340Z,38.7628333,-122.734,1.58,1.2,md,39,59,0.007251,0.04,nc,nc73828046,2023-01-11T01:47:13.850Z,"2km SE of The Geysers, CA",earthquake,0.14,0.22,0.071,11,reviewed,nc,nc
2023-01-02T18:06:39.761Z,61.2326,-147.6174,0,1.4,ml,,,,0.54,ak,ak0233ltvwl,2023-01-23T20:14:06.049Z,"64 km S of Glacier View, Alaska",ice quake,,0,,,reviewed,ak,ak
2023-01-02T17:58:13.223Z,52.3579,-168.4712,38.379,4.3,mb,71,139,0.658,0.65,us,us7000j1mp,2023-03-11T22:51:33.040Z,"Fox Islands, Aleutian Islands, Alaska",earthquake,4.01,6.991,0.083,41,reviewed,us,us
2023-01-02T17:54:40.470Z,58.2398333333333,-155.063,4.34,-0.12,ml,9,110,,0.16,av,av91741731,2023-01-04T04:06:09.170Z,"82 km NNW of Karluk, Alaska",earthquake,0.3,0.8,0.314971517130174,9,reviewed,av,av
2023-01-02T17:54:32.860Z,38.8343315,-122.8193359,3.63,0.85,md,8,93,0.0131,0.04,nc,nc73828041,2023-01-02T18:47:14.658Z,"8km NW of The Geysers, CA",earthquake,0.64,1.57,0.15,8,automatic,nc,nc
2023-01-02T17:54:23.050Z,36.8316667,-121.408,8.44,1.59,md,40,55,0.01977,0.09,nc,nc73828036,2023-01-11T01:44:12.834Z,"2km SSW of Hollister, CA",earthquake,0.15,0.38,0.202,38,reviewed,nc,nc
2023-01-02T17:52:12.880Z,33.4035,-116.3768333,5.31,1.1,ml,32,70,0.06962,0.16,ci,ci40153055,2023-01-13T20:36:05.660Z,"16km N of Borrego Springs, CA",earthquake,0.22,0.88,0.117,23,reviewed,ci,ci
2023-01-02T17:49:43.510Z,58.2365,-155.075666666667,4.11,0.13,ml,9,100,,0.15,av,av91741726,2024-01-18T19:08:25.156Z,"82 km NNW of Karluk, Alaska",earthquake,0.32,0.82,0.332964598599868,9,reviewed,av,av
2023-01-02T17:48:34.050Z,58.2403333333333,-155.058333333333,4.41,0.31,ml,10,113,,0.14,av,av91741721,2023-01-04T03:59:21.130Z,"82 km NNW of Karluk, Alaska",earthquake,0.26,0.62,0.294139507886452,10,reviewed,av,av
2023-01-02T17:47:43.930Z,58.24,-155.059,4.31,0.19,ml,9,112,,0.14,av,av91741716,2023-01-19T20:10:39.390Z,"82 km NNW of Karluk, Alaska",earthquake,0.29,0.71,0.317679824991333,9,reviewed,av,av
2023-01-02T17:45:52.920Z,58.2381666666667,-155.075833333333,3.03,-0.14,ml,6,139,,0.13,av,av91082653,2023-01-04T03:49:41.700Z,"83 km NNW of Karluk, Alaska",earthquake,0.37,1.27,0.25879894343266,6,reviewed,av,av
2023-01-02T17:43:38.040Z,58.2361666666667,-155.0785,3.51,-0.13,ml,6,135,,0.11,av,av91082648,2023-01-04T03:40:43.070Z,"Alaska Peninsula",earthquake,0.28,1.12,0.221405707109864,6,reviewed,av,av
2023-01-02T17:42:38.820Z,58.2363333333333,-155.081666666667,3.07,-0.32,ml,6,132,,0.12,av,av91082643,2023-01-04T03:37:56.420Z,"83 km NNW of Karluk, Alaska",earthquake,0.34,1.27,0.288906434338094,6,reviewed,av,av
2023-01-02T17:42:13.980Z,35.6693333,-117.5291667,4.33,1.6,ml,19,94,0.09903,0.18,ci,ci40153047,2023-01-02T19:54:07.030Z,"14km ENE of Ridgecrest, CA",earthquake,0.32,1.06,0.203,26,reviewed,ci,ci
2023-01-02T17:40:48.160Z,60.5388333333333,-152.8155,7.26,-0.88,ml,4,164,,0.08,av,av91741711,2023-01-04T03:33:19.150Z,"82 km W of Salamatof, Alaska",earthquake,0.53,1.02,0.179069207911492,4,reviewed,av,av
2023-01-02T17:20:15.603Z,61.4718,-150.1704,10.3,1.4,ml,,,,0.37,ak,ak0233lbdrd,2023-01-19T20:11:33.638Z,"Southern Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-01-02T17:13:58.652Z,63.3762,-149.6439,104.3,1.9,ml,,,,0.47,ak,ak0233l9z4u,2023-01-19T20:11:33.393Z,"34 km W of Cantwell, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-01-02T17:12:06.380Z,38.8271675,-122.856163,2.52,0.73,md,16,96,0.0006706,0.02,nc,nc73828031,2023-01-02T17:28:13.196Z,"10km WNW of The Geysers, CA",earthquake,0.25,0.53,0.11,17,automatic,nc,nc
2023-01-02T17:11:11.210Z,19.1464996337891,-155.497833251953,31.8500003814697,2,md,37,150,,0.129999995,hv,hv73292097,2024-01-18T19:08:23.341Z,"6 km SSW of P?hala, Hawaii",earthquake,0.64,0.949999988,0.349999994,13,automatic,hv,hv
2023-01-02T17:05:17.460Z,36.2565,-97.48716667,6.18,1.4,ml,60,36,0.2042599172,0.23,ok,ok2023addi,2023-01-03T13:26:25.428Z,"3 km SW of Lucien, Oklahoma",earthquake,,0.5,0.19,28,reviewed,ok,ok
2023-01-02T16:54:02.900Z,52.0801666666667,-176.023666666667,6.22,0.91,ml,4,206,,0.22,av,av91741701,2023-01-04T03:30:06.150Z,"47 km ENE of Adak, Alaska",earthquake,0.95,1.35,0.167631219611235,4,reviewed,av,av
2023-01-02T16:49:49.976Z,-8.3498,112.6405,127.241,4.2,mb,23,101,1.5,0.41,us,us7000j44a,2023-03-11T22:51:47.040Z,"19 km S of Gongdanglegi Kulon, Indonesia",earthquake,5.08,7.543,0.176,9,reviewed,us,us
2023-01-02T16:42:08.589Z,62.1839,-150.1156,8.5,1.1,ml,,,,0.75,ak,ak0233kunei,2023-01-19T20:11:39.616Z,"14 km W of Susitna North, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-01-02T16:37:51.045Z,54.9331,-160.034,29.2,2.1,ml,,,,0.28,ak,ak0233kto3k,2023-01-19T20:11:39.433Z,"53 km SSE of Sand Point, Alaska",earthquake,,4.8,,,reviewed,ak,ak
2023-01-02T16:22:47.310Z,36.5895,-121.1896667,6.71,1.26,md,22,122,0.01809,0.06,nc,nc73828026,2023-01-11T01:35:13.781Z,"8km NNW of Pinnacles, CA",earthquake,0.27,0.34,0.323,20,reviewed,nc,nc
2023-01-02T16:21:21.196Z,12.6191,143.3343,69.938,4.5,mb,46,71,1.779,0.85,us,us7000j449,2023-03-11T22:51:47.040Z,"161 km WSW of Merizo Village, Guam",earthquake,6.79,7.167,0.082,44,reviewed,us,us
2023-01-02T16:07:30.960Z,-7.0518,125.3116,489.148,4.5,mb,75,66,2.878,0.56,us,us7000j1mi,2023-03-11T22:51:33.040Z,"169 km N of Dili, Timor Leste",earthquake,11.17,6.06,0.071,58,reviewed,us,us
2023-01-02T16:06:15.820Z,40.521,-124.4191667,18.16,1.82,md,15,245,0.07707,0.09,nc,nc73828021,2023-01-05T20:14:14.255Z,"14km WSW of Ferndale, CA",earthquake,0.64,0.36,0.057,9,reviewed,nc,nc
2023-01-02T16:05:19.250Z,37.5825,-121.6745,3.04,0.9,md,22,71,0.07651,0.08,nc,nc73828016,2023-01-02T18:29:23.643Z,"14km SE of Livermore, CA",earthquake,0.18,0.69,0.303,19,reviewed,nc,nc
2023-01-02T16:05:17.870Z,-65.2429,179.2554,10.015,4.9,mb,27,134,13.214,0.74,us,us7000j44i,2023-03-11T22:51:47.040Z,"Balleny Islands region",earthquake,7.87,3.655,0.139,16,reviewed,us,us
2023-01-02T16:02:46.692Z,62.0047,-150.9826,64.5,1.6,ml,,,,0.3,ak,ak0233km5ov,2023-01-19T20:11:33.174Z,"21 km E of Skwentna, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-01-02T16:02:19.156Z,38.1891,-117.811,4.9,0.9,ml,13,187.99,0.127,0.1158,nn,nn00854423,2023-01-06T21:05:12.212Z,"34 km SE of Mina, Nevada",earthquake,,2.7,0.28,3,reviewed,nn,nn
2023-01-02T16:01:03.370Z,66.3608,-157.2698,5.9,1.7,ml,,,,0.53,ak,ak0233klunk,2023-01-23T20:14:06.757Z,"59 km S of Shungnak, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-01-02T16:00:22.482Z,-9.0813,40.6115,10,4.3,mb,15,110,5.857,0.51,us,us7000j448,2023-03-11T22:51:47.040Z,"139 km NNE of Mtwara, Tanzania",earthquake,9.75,1.944,0.239,5,reviewed,us,us
2023-01-02T15:59:18.538Z,55.8278,-155.9092,10,2.4,ml,,,,0.76,ak,ak0233kcvqb,2023-01-23T19:52:15.627Z,"163 km ESE of Chignik, Alaska",earthquake,,0,,,reviewed,ak,ak
2023-01-02T15:56:16.023Z,36.5797,142.4842,25.237,4.5,mb,49,127,3.442,0.6,us,us7000j1mf,2023-03-11T22:51:32.040Z,"152 km ESE of Iwaki, Japan",earthquake,8.35,4.01,0.118,21,reviewed,us,us
2023-01-02T15:56:14.253Z,38.6379,-118.7966,8.5,1.1,ml,13,156.73,0.413,0.1018,nn,nn00854421,2023-01-06T20:58:55.995Z,"3 km WSW of Walker Lake, Nevada",earthquake,,7.8,0.08,2,reviewed,nn,nn
2023-01-02T15:55:58.420Z,52.0781666666667,-176.022333333333,6.65,0.87,ml,5,203,,0.21,av,av91741696,2023-01-04T03:28:21.550Z,"47 km ENE of Adak, Alaska",earthquake,0.92,1.17,0.102445278500831,5,reviewed,av,av
2023-01-02T15:54:53.100Z,58.2593333333333,-155.078166666667,4.76,-0.26,ml,6,105,,0.11,av,av91082638,2023-01-04T03:26:03.940Z,"85 km NNW of Karluk, Alaska",earthquake,0.32,0.51,0.198130538536744,6,reviewed,av,av
2023-01-02T15:52:29.778Z,61.7255,-148.1794,6.4,0.9,ml,,,,0.75,ak,ak0233kbeld,2023-01-19T02:39:30.750Z,"16 km ESE of Chickaloon, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-01-02T15:50:20.967Z,59.7567,-153.6921,141.5,2.2,ml,,,,0.52,ak,ak0233kayhc,2023-01-19T02:39:30.552Z,"23 km E of Pedro Bay, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2023-01-02T15:47:46.230Z,58.2331666666667,-155.165,1.93,-0.74,ml,4,139,,0.09,av,av91082633,2023-01-04T03:22:28.850Z,"85 km NNW of Karluk, Alaska",earthquake,0.56,3.26,0.175209902412637,4,reviewed,av,av
2023-01-02T15:42:49.460Z,37.4273333,-119.0806667,9.82,1.56,md,21,58,0.09398,0.06,nc,nc73828011,2023-01-08T19:19:11.351Z,"25km SSW of Mammoth Lakes, CA",earthquake,0.32,0.55,0.283,22,reviewed,nc,nc
2023-01-02T15:40:37.450Z,51.8651,-175.1889,66.489,2.6,ml,11,211,0.472,0.38,us,us7000j5ek,2023-03-11T22:51:52.040Z,"77 km WSW of Atka, Alaska",earthquake,8.19,13.913,0.148,6,reviewed,us,us
2023-01-02T15:37:22.860Z,36.0905,-117.8883333,5.59,0.99,ml,17,89,0.03828,0.11,ci,ci40153039,2023-01-13T20:18:14.178Z,"7km NE of Coso Junction, CA",earthquake,0.22,0.37,0.081,7,reviewed,ci,ci
2023-01-02T15:37:16.160Z,51.4986666666667,-176.983333333333,2.5,2.01,ml,8,284,,0.12,av,av91082628,2023-01-04T03:14:05.080Z,"48 km SSW of Adak, Alaska",earthquake,1.22,1.33,0.402521129412488,8,reviewed,av,av
2023-01-02T15:37:15.905Z,31.8534,131.5447,47.985,4.2,mb,36,98,0.992,1.2,us,us7000j447,2023-03-11T22:51:47.040Z,"13 km ESE of Miyazaki, Japan",earthquake,6.66,7.873,0.14,14,reviewed,us,us
2023-01-02T15:36:23.690Z,52.0798333333333,-176.022166666667,6.75,1.27,ml,5,207,,0.18,av,av91741686,2023-01-04T03:16:06.640Z,"47 km ENE of Adak, Alaska",earthquake,0.79,0.98,0.117943403670583,5,reviewed,av,av
2023-01-02T15:25:30.798Z,62.5762,-151.0803,83.4,1.6,ml,,,,0.55,ak,ak0233k5mcm,2023-01-19T02:39:22.387Z,"18 km WNW of Petersville, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-01-02T15:22:14.420Z,61.7497,-148.1647,10.3,2.3,ml,,,,0.82,ak,ak0233k4xy9,2023-01-19T02:39:22.135Z,"Southern Alaska",earthquake,,0.1,,,reviewed,ak,ak
2023-01-02T15:17:42.900Z,38.8214989,-122.8525009,2.58,1.07,md,18,64,0.006936,0.01,nc,nc73827991,2023-01-02T15:34:15.513Z,"10km WNW of The Geysers, CA",earthquake,0.24,0.56,0.16,20,automatic,nc,nc
2023-01-02T15:16:10.160Z,19.3948333333333,-155.403333333333,5.27,0.7,md,9,184,,0.07,hv,hv73291982,2023-01-03T08:20:18.990Z,"18 km WSW of Volcano, Hawaii",earthquake,1.83,31.61,0.0382536675571662,2,reviewed,hv,hv
2023-01-02T15:11:05.630Z,58.1881666666667,-155.307,1.11,-0.31,ml,7,152,,0.15,av,av91741676,2023-01-04T03:09:01.330Z,"85 km NW of Karluk, Alaska",earthquake,0.36,1.09,0.361229629660517,8,reviewed,av,av
2023-01-02T15:09:54.800Z,37.6668333,-118.9031667,1.94,0.12,md,8,150,0.01212,0.02,nc,nc73827986,2023-01-02T19:10:10.933Z,"8km ENE of Mammoth Lakes, CA",earthquake,0.67,1.13,0.119,6,reviewed,nc,nc
2023-01-02T14:47:39.423Z,61.4062,-146.666,19.8,1.4,ml,,,,0.36,ak,ak0233jox5h,2023-01-23T19:52:15.428Z,"35 km NNW of Valdez, Alaska",earthquake,,1.5,,,reviewed,ak,ak
2023-01-02T14:47:36.022Z,63.1244,-150.5545,103.4,1.2,ml,,,,0.42,ak,ak0233jowqd,2023-01-23T19:52:15.243Z,"70 km N of Petersville, Alaska",earthquake,,1,,,reviewed,ak,ak
2023-01-02T14:46:16.461Z,-19.9514,-174.3869,63.161,4.8,mb,17,82,1.434,1.04,us,us7000j1m9,2023-03-11T22:51:32.040Z,"15 km SSW of Pangai, Tonga",earthquake,6,7.995,0.168,11,reviewed,us,us
2023-01-02T14:45:17.090Z,38.7568321,-122.720665,1.74,1.09,md,11,116,0.005776,0.05,nc,nc73827981,2023-01-02T15:14:12.410Z,"3km SW of Anderson Springs, CA",earthquake,0.5,0.39,0.21,11,automatic,nc,nc
2023-01-02T14:40:43.060Z,34.4195,-120.6191667,5.86,1.96,ml,21,282,0.3057,0.26,ci,ci40153031,2023-01-13T20:15:09.032Z,"28km SSW of Lompoc, CA",earthquake,1.84,31.61,0.109,13,reviewed,ci,ci
2023-01-02T14:36:42.940Z,38.7861671,-122.7496643,0.64,0.79,md,9,89,0.01053,0.01,nc,nc73827976,2023-01-02T15:03:14.348Z,"1km NNE of The Geysers, CA",earthquake,0.24,0.68,0.16,9,automatic,nc,nc
2023-01-02T14:35:16.180Z,38.8183327,-122.7591629,1.88,0.75,md,8,175,0.01756,0.03,nc,nc73827971,2023-01-02T14:52:13.285Z,"3km W of Cobb, CA",earthquake,0.47,0.77,0.06,7,automatic,nc,nc
2023-01-02T14:26:33.100Z,51.8506666666667,-177.991666666667,-1.77,0.83,ml,4,145,,0.21,av,av91082623,2023-01-04T03:03:04.670Z,"93 km W of Adak, Alaska",earthquake,0.46,1.52,0.200681405154497,4,reviewed,av,av
2023-01-02T14:23:40.670Z,18.0195,-66.9488333333333,15.92,2.36,md,4,199,0.04791,0.26,pr,pr71390503,2023-01-02T14:47:17.800Z,"Puerto Rico region",earthquake,3.73,1.77,0.0337942728386946,3,reviewed,pr,pr
2023-01-02T14:22:23.720Z,38.7873333,-122.7455,1.87,0.08,md,16,100,0.01731,0.02,nc,nc73827966,2023-01-10T23:26:46.811Z,"2km NE of The Geysers, CA",earthquake,0.2,0.32,0.165,4,reviewed,nc,nc
2023-01-02T14:16:21.790Z,17.9646666666667,-66.8208333333333,16.15,2.29,md,6,208,0.1505,0.12,pr,pr71390498,2023-01-02T14:52:30.880Z,"3 km S of Indios, Puerto Rico",earthquake,0.71,1.41,0.0760293236468323,6,reviewed,pr,pr
2023-01-02T14:05:41.589Z,66.3438,-157.397,21.2,1.2,ml,,,,0.51,ak,ak0233jfx8y,2023-01-23T19:52:15.064Z,"61 km S of Shungnak, Alaska",earthquake,,1.8,,,reviewed,ak,ak
2023-01-02T14:03:31.549Z,57.665,-154.7953,61.8,1.5,ml,,,,0.22,ak,ak0233jfgyp,2023-01-23T19:52:14.861Z,"22 km WNW of Karluk, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2023-01-02T14:00:49.584Z,62.2925,-150.3947,12.3,1.2,ml,,,,0.67,ak,ak0233jev7t,2023-01-19T02:39:21.930Z,"8 km WSW of Trapper Creek, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-01-02T13:58:26.150Z,38.7918333,-122.7476667,2.43,1.38,md,45,44,0.01212,0.05,nc,nc73827956,2023-01-11T01:04:13.590Z,"2km NNE of The Geysers, CA",earthquake,0.16,0.23,0.109,15,reviewed,nc,nc
2023-01-02T13:56:33.060Z,33.1695,-115.6185,4.15,1.45,ml,25,93,0.008302,0.14,ci,ci40153023,2023-01-13T19:53:25.496Z,"11km WNW of Calipatria, CA",earthquake,0.2,0.23,0.169,22,reviewed,ci,ci
2023-01-02T13:56:11.790Z,33.163,-115.6196667,3.6,0.91,ml,13,93,0.01482,0.1,ci,ci37518997,2023-01-13T20:10:04.788Z,"11km WNW of Calipatria, CA",earthquake,0.24,0.2,0.145,3,reviewed,ci,ci
2023-01-02T13:47:30.237Z,53.8527,-164.0014,29.044,2.6,ml,16,226,0.71,0.36,us,us7000j5ej,2023-03-11T22:51:52.040Z,"118 km SSW of False Pass, Alaska",earthquake,5.94,15.156,0.115,10,reviewed,us,us
2023-01-02T13:39:10.577Z,61.172,-147.0429,20.2,1.5,ml,,,,0.75,ak,ak0233j1pkc,2023-01-19T02:39:21.715Z,"37 km W of Valdez, Alaska",earthquake,,1,,,reviewed,ak,ak
2023-01-02T13:38:36.245Z,58.9195,-154.655,128.9,1.9,ml,,,,0.36,ak,ak0233j1ju7,2023-01-23T19:52:14.646Z,"58 km S of Kokhanok, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2023-01-02T13:37:26.790Z,41.8071667,-111.951,6.98,2.57,md,10,154,0.1038,0.29,uu,uu60032349,2023-01-04T16:05:40.978Z,"2 km NW of Benson, Utah",earthquake,1.37,2.93,0.196,3,reviewed,uu,uu
2023-01-02T13:37:09.790Z,41.8068333,-111.9213333,0.65,2.54,ml,23,94,0.1175,0.27,uu,uu60528987,2023-03-11T22:51:32.040Z,"2 km NNE of Benson, Utah",earthquake,0.59,1.64,0.197,8,reviewed,uu,uu
2023-01-02T13:35:55.050Z,38.8045,-122.8061667,1.25,1.16,md,39,51,0.009167,0.03,nc,nc73827951,2023-01-11T00:53:13.523Z,"5km NW of The Geysers, CA",earthquake,0.11,0.2,0.104,11,reviewed,nc,nc
2023-01-02T13:35:32.149Z,59.6609,-153.345,106.5,1.9,ml,,,,0.34,ak,ak0233j0wvq,2023-01-19T02:39:21.487Z,"45 km ESE of Pedro Bay, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-01-02T13:35:08.224Z,29.28497314,-97.40659467,6.431599935,2.1,ml,11,123,0.02345049457,0.5,tx,tx2023acwk,2023-01-03T23:13:58.877Z,"Southern Texas",earthquake,3.779435851,2.899181924,0.2,12,reviewed,tx,tx
2023-01-02T13:28:25.640Z,34.102,-117.804,14.56,1.48,ml,61,26,0.01048,0.21,ci,ci40153007,2023-01-03T18:50:12.072Z,"1km SSE of San Dimas, CA",earthquake,0.22,0.34,0.162,40,reviewed,ci,ci
2023-01-02T13:26:45.900Z,52.0741666666667,-176.005666666667,5.31,0.86,ml,5,210,,0.09,av,av91741661,2023-01-04T02:58:38.350Z,"48 km ENE of Adak, Alaska",earthquake,0.63,0.6,0.26642196974034,5,reviewed,av,av
2023-01-02T13:24:47.500Z,52.079,-176.013833333333,-1.8,1.16,ml,5,213,,0.16,av,av91741656,2023-01-04T02:52:15.520Z,"48 km ENE of Adak, Alaska",earthquake,0.61,0.66,0.245817195244839,5,reviewed,av,av
2023-01-02T13:19:27.200Z,47.787166666666664,-122.35966666666667,26.75,1.56,ml,46,30,0.03984,0.18,uw,uw61901221,2024-07-15T17:20:19.090Z,"0 km WSW of Esperance, Washington",earthquake,0.22,0.52,0.16091724094838145,18,reviewed,uw,uw
2023-01-02T13:18:34.517Z,-20.4977,-178.4537,572.291,4.6,mb,95,69,3.113,0.58,us,us7000j1m2,2023-03-11T22:51:32.040Z,"Fiji region",earthquake,6.35,6.667,0.057,92,reviewed,us,us
2023-01-02T13:07:45.515Z,51.3249,-179.536,32.116,4.2,mb,82,192,0.507,0.58,us,us7000j1m1,2023-03-11T22:51:32.040Z,"210 km WSW of Adak, Alaska",earthquake,2.45,7.91,0.066,64,reviewed,us,us
2023-01-02T13:07:12.070Z,33.4963333,-116.5068333,14.92,0.92,ml,24,90,0.06426,0.19,ci,ci40152999,2023-01-02T19:54:35.099Z,"17km ESE of Anza, CA",earthquake,0.31,0.51,0.142,20,reviewed,ci,ci
2023-01-02T12:58:00.208Z,59.4803,-153.5156,116.4,1.9,ml,,,,0.76,ak,ak0233ikbsk,2023-01-19T02:39:28.771Z,"47 km SE of Pedro Bay, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2023-01-02T12:55:30.788Z,59.1957,-152.5675,77.8,2.1,ml,,,,0.41,ak,ak0233ijqxb,2023-01-19T02:39:20.976Z,"Southern Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-01-02T12:52:24.054Z,52.0564,-176.0436,6.2,1.5,ml,,,,0.46,ak,ak0233ij3fv,2023-01-23T19:52:12.069Z,"45 km ENE of Adak, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-01-02T12:52:19.487Z,61.7384,-148.1561,2,2.4,ml,,,,0.83,ak,ak0233ij2z7,2023-03-11T22:51:32.040Z,"17 km ESE of Chickaloon, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-01-02T12:51:31.342Z,52.0588,-176.0343,7.2,2.3,ml,,,,0.48,ak,ak0233iiwah,2023-01-23T19:52:11.882Z,"46 km ENE of Adak, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-01-02T12:50:01.945Z,52.2995,-175.8328,172.742,3,ml,16,145,0.25,0.32,us,us7000j5ei,2023-03-11T22:51:52.040Z,"72 km NE of Adak, Alaska",earthquake,10.08,7.335,0.115,10,reviewed,us,us
2023-01-02T12:47:24.250Z,19.1461658477783,-155.473495483398,28.7099990844727,2.23,ml,24,168,,0.159999996,hv,hv73291847,2023-01-02T12:52:55.320Z,"6 km S of P?hala, Hawaii",earthquake,1.04,1.38999999,3.35,5,automatic,hv,hv
2023-01-02T12:46:28.122Z,61.7492,-149.7405,44.9,1.2,ml,,,,0.41,ak,ak0233ihtcq,2023-01-23T19:52:14.277Z,"13 km NNE of Houston, Alaska",earthquake,,1,,,reviewed,ak,ak
2023-01-02T12:45:34.682Z,31.68070642,-104.401687,6.080151367,1.8,ml,19,68,0.03566264886,0.2,tx,tx2023acut,2024-01-18T19:08:21.632Z,"54 km S of Whites City, New Mexico",earthquake,0.9019609964,0.9385144146,0.2,17,reviewed,tx,tx
2023-01-02T12:45:14.220Z,46.88966666666666,-121.94966666666667,9.03,0.52,ml,17,152,0.01388,0.1,uw,uw61901216,2023-01-26T21:43:41.350Z,"15 km NNE of Ashford, Washington",earthquake,0.5,0.51,0.16074170562443246,8,reviewed,uw,uw
2023-01-02T12:44:47.770Z,51.9222,-175.3856,76.5,2,ml,,,,0.13,ak,ak0233ihfen,2023-01-23T19:52:14.101Z,"86 km E of Adak, Alaska",earthquake,,1.3,,,reviewed,ak,ak
2023-01-02T12:25:59.605Z,63.4892,-151.066,4.3,1.3,ml,,,,0.85,ak,ak0233iddqw,2023-01-23T19:52:11.680Z,"33 km E of Denali National Park, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-01-02T12:23:16.080Z,34.8916667,-120.5128333,1.56,1.83,ml,27,76,0.06301,0.27,ci,ci40152991,2023-01-12T21:08:07.049Z,"8km WNW of Orcutt, CA",earthquake,0.37,0.64,0.153,12,reviewed,ci,ci
2023-01-02T12:21:18.150Z,17.9518333333333,-66.947,8.98,2.13,md,6,211,0.06849,0.31,pr,pr71390488,2023-01-02T13:25:39.000Z,"4 km WSW of Guánica, Puerto Rico",earthquake,1.32,2.77,0.0420444306116643,3,reviewed,pr,pr
2023-01-02T12:19:34.390Z,52.0826666666667,-176.014833333333,6.82,0.82,ml,5,219,,0.23,av,av91741621,2023-01-04T02:46:06.510Z,"48 km ENE of Adak, Alaska",earthquake,1.01,1.26,0.237193850798767,5,reviewed,av,av
2023-01-02T12:18:24.037Z,65.0375,-147.4323,7.8,0.9,ml,,,,0.6,ak,ak0233ibsz3,2023-01-19T02:39:19.911Z,"12 km NE of Fox, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-01-02T12:17:05.969Z,63.2718,-151.291,7.7,1.5,ml,,,,0.87,ak,ak0233ibjv3,2023-01-19T02:39:19.691Z,"36 km SE of Denali National Park, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-01-02T12:11:36.410Z,52.0556666666667,-175.981,5.25,0.41,ml,3,301,,0.08,av,av91082613,2023-01-04T07:06:23.810Z,"49 km ENE of Adak, Alaska",earthquake,1.05,0.73,0.23960895676079,3,reviewed,av,av
2023-01-02T12:10:22.580Z,57.7897,-157.3646,12,1.6,ml,,,,0.34,ak,ak0233ia34q,2023-01-23T19:52:13.915Z,"28 km NNE of Pilot Point, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-01-02T12:09:15.924Z,64.4346,-150.012,9,0.8,ml,,,,0.85,ak,ak0233i9ux4,2023-01-19T02:39:27.636Z,"41 km WNW of Anderson, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-01-02T12:09:11.330Z,38.8023338,-122.8176651,3.03,0.75,md,8,75,0.01111,0.01,nc,nc73827936,2023-01-02T12:26:13.395Z,"6km WNW of The Geysers, CA",earthquake,0.44,1.2,0.14,9,automatic,nc,nc
2023-01-02T12:09:09.030Z,58.175,-155.326333333333,1.85,0.41,ml,11,73,,0.1,av,av91741611,2023-01-19T02:38:08.416Z,"85 km NW of Karluk, Alaska",earthquake,0.17,0.52,0.326797071832813,11,reviewed,av,av
2023-01-02T12:05:35.380Z,17.9806666666667,-66.9166666666667,13.85,2.52,md,10,167,0.03604,0.24,pr,pr71390493,2023-01-02T13:11:54.290Z,"0 km S of Fuig, Puerto Rico",earthquake,0.95,0.34,0.110042856583695,7,reviewed,pr,pr
2023-01-02T12:05:30.940Z,52.0646666666667,-176.006166666667,5.1,0.43,ml,4,196,,0.16,av,av91082608,2023-01-04T02:38:08.350Z,"48 km ENE of Adak, Alaska",earthquake,0.78,1.24,0.278767697751428,4,reviewed,av,av
2023-01-02T12:05:13.740Z,52.0795,-176.015333333333,5.05,0.93,ml,4,213,,0.1,av,av91082603,2023-01-04T02:36:02.830Z,"48 km ENE of Adak, Alaska",earthquake,0.58,0.85,0.245553849526751,4,reviewed,av,av
